loss,audio,text,kl,beta
1.1422831882601199,1.0390496668608293,1.032335261935773,9.88946120246597,0.0
1.0994262824887815,0.9558984896411067,1.0033397324707196,2.159690667753634,0.02
1.0577579011087832,0.9224938089432924,1.003998619058858,0.8716054221858149,0.04
1.0425933288491291,0.8999955006267714,1.0059593682703765,0.7000316161176433,0.06
1.0384290762569592,0.8874733538731284,1.0048922714979753,0.6308311716369961,0.08
1.0371246933937073,0.8804370436979376,0.9963147445865299,0.5705617841171182,0.1
1.0438066202661265,0.8804911012234895,1.0044134531332098,0.5239514727955279,0.12
1.0440400087315103,0.8799308408861575,0.9992168105166891,0.45848201927931415,0.14
1.043231435444044,0.8772429603597393,1.0025868312172268,0.4108112642298574,0.16
1.0507537204286326,0.8818746416465096,1.0037487952605537,0.38057891376640485,0.18
1.0483106763466545,0.882366832183755,0.9954355281332264,0.33200148266294727,0.2
1.0537203394848367,0.8878491067368052,0.9942308146020641,0.3020370596128961,0.22
1.0574739368065544,0.8922621892846149,1.0031442499679069,0.27040551570446597,0.24
1.0556913044141687,0.8941283213055652,1.0001519050287164,0.23672231805065405,0.26
1.0647701932036358,0.904687885356986,0.9983706875987675,0.215161534431188,0.28
1.0665921517040418,0.9079860720945441,0.998237193926521,0.19594120817339938,0.3
1.0591406148412954,0.905631722315498,1.0005646218424258,0.1670388291063516,0.32
1.0605343269265217,0.9125486197678939,0.9953858269297559,0.14249157419671182,0.34
1.0602217938589014,0.9147616041743237,0.9984758833180303,0.12670168847493504,0.36
1.0585100650787354,0.9156936277513918,1.0010321269864622,0.11240321899885716,0.38
1.0597135087718135,0.9196037429830303,1.0011871806953265,0.09997765881859738,0.4
1.058951585189156,0.9226253201132235,0.9971825493418652,0.08716192404213159,0.42
1.058713902597842,0.9244132948958356,0.9952135422955388,0.07904375352613303,0.44
1.0605742309404456,0.9286403526430544,0.9968389259732288,0.0701086757623631,0.46
1.0596324360888938,0.9304327135500701,1.0007041666818701,0.0606860576764397,0.48
1.0618821926738904,0.934911503739979,1.0026586392651433,0.05340964731800815,0.5
1.0613572856654292,0.9365717665008877,1.0014777364938154,0.04738027804895588,0.52
